Quận,Phường,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Phòng Khách,Car room,Số phòng ngủ,WC,Diện tích, Dài ,    Rộng    ,Giá/m2
9,5,3,4,1,1,0,3,1,30,18.39,3.33,75
8,13,3,3,2,1,0,1,3,40,10,3.97,18.75
3,6,3,1,5,1,0,4,3,40,7.69,5.2,95
3,6,3,4,3,1,0,4,4,36,11,2.67,98.61
12,8,3,1,3,1,0,3,2,36,10.8,3.74,54.17
6,13,3,1,5,1,0,4,5,39,30.36,2.34,98.72
1,7,3,4,4,1,0,4,4,45,10,2.81,133.33
18,6,1,3,6,2,2,5,6,198,18,12,43.94
9,3,2,1,4,1,0,9,2,60,57.37,3.54,143.33
9,5,3,1,5,1,1,5,5,70,59.19,3.81,102.86
3,1,2,4,1,1,0,3,1,42,15.14,3.38,273.81
8,6,2,4,1,1,0,3,1,33,23.25,3.66,136.36
9,4,3,1,4,1,0,3,2,38,8,3.55,88.16
19,13,3,4,3,1,0,4,4,35,9,3.76,58.57
7,8,3,1,5,2,0,4,4,40,15.64,2.84,73.75
9,5,3,1,4,1,0,4,2,45,17.53,2.59,157.78
10,5,3,1,4,1,0,4,4,36,10,3.58,75
6,1,3,1,4,1,0,3,4,34,18.42,3.36,97.06
9,4,3,1,3,1,0,4,2,60,35.19,2.84,146.67
4,10,2,1,3,1,1,3,3,40,8,6,48.75
5,5,3,1,5,2,1,4,5,50,12,2.72,124
5,7,3,1,6,2,0,6,5,80,8,10,162.5
8,5,3,4,6,2,0,6,4,40,28.13,3.74,92
9,5,2,1,5,2,1,4,4,72,14.4,5,100
1,13,3,1,5,2,0,6,3,38,20.75,3.03,80.26
6,3,2,1,6,2,1,4,6,30,5.45,5.5,230
28,8,3,1,3,1,1,3,3,116,12.89,9,23.71
1,3,3,1,5,2,0,4,5,64,12.8,5,110.94
11,10,3,1,5,1,0,4,5,33,8,3.6,66.67
5,3,3,4,2,1,0,3,4,47,9.7,3.34,89.36
5,1,2,1,5,1,0,4,3,32,8,3.74,101.56
9,4,2,1,4,1,0,5,3,48,11.5,3.65,145.83
19,12,3,4,4,1,1,6,4,55,12.22,3.97,49.64
12,4,3,4,4,1,0,5,2,28,10,2.22,78.57
6,1,3,1,5,2,1,6,3,50,32.92,3.54,86
10,15,2,1,2,1,0,2,4,25,4.17,6,56
8,9,3,4,1,1,0,2,1,42,31.96,3.65,42.86
8,2,3,1,2,1,0,3,2,35,14.65,3.31,81.43
5,8,2,1,6,1,1,6,6,33,9,3.93,100
9,6,3,4,6,2,1,7,6,50,12,3.63,83
12,4,3,1,5,1,0,6,3,42,10,2.84,66.43
6,11,3,1,4,1,0,4,4,44,26.84,3.72,86.36
9,4,2,1,5,2,1,4,3,43,11,3.48,112.79
12,6,3,1,5,1,0,6,3,45,10,3.21,62.22
10,4,2,4,5,2,0,5,4,53,11,3.06,130.19
28,11,3,1,5,1,0,4,3,39,10,3.95,71.79
5,3,2,4,3,1,0,4,4,44,16.56,3.75,68.18
28,14,3,1,4,1,0,4,4,40,10,3.53,105
6,17,2,1,7,1,0,1,5,50,8.33,6,420
6,4,3,1,4,1,0,2,3,30,28.81,3.82,83.33
9,5,3,1,5,1,1,5,4,70,68.29,2.32,102.86
8,1,2,1,5,1,1,6,3,60,15,2.48,99.17
6,6,3,1,5,1,0,5,4,30,10,2.49,80
10,2,3,1,4,1,0,4,2,35,9,3.76,54.29
18,3,3,4,2,1,1,3,2,96,11,9,28.13
10,6,2,1,5,2,1,4,3,40,10,2.79,92.25
8,2,3,1,5,2,0,4,4,45,9,3.16,86.67
12,9,3,1,6,1,0,6,6,36,10,3.92,75
28,14,2,1,4,1,0,4,4,35,10,3.6,71.43
12,8,3,1,3,1,0,3,4,36,10.5,3.82,54.17
9,3,3,4,6,2,1,5,5,70,14,5,101.43
9,5,2,1,5,1,1,5,5,74,14.8,5,97.3
9,9,3,1,5,2,0,4,3,40,31.46,3.84,68.75
11,1,2,4,5,1,1,9,5,43,10,3.89,118.6
8,9,3,1,5,1,0,5,3,36,34.36,3.82,101.39
9,1,3,1,5,1,0,4,3,40,12,2.43,96.25
4,12,3,4,2,1,0,3,2,30,8,3.28,76.67
3,6,3,1,4,1,0,4,3,40,10,2.4,77.5
1,7,3,1,7,2,1,8,7,56,10.18,5.5,142.86
3,2,2,1,4,1,1,3,4,75,10,7.5,100
10,16,3,1,3,1,0,5,4,30,8.5,2.53,55.33
8,1,3,4,4,1,1,4,2,50,36.92,3.13,59
11,2,3,1,2,1,0,2,2,40,8.4,3.26,69.55
9,8,2,1,4,1,0,4,4,40,13.59,2.45,70
28,14,4,1,5,2,0,4,4,80,20,3.85,110
6,5,3,1,4,1,0,3,4,29,15.29,3.2,141.38
9,5,2,1,6,1,1,4,4,40,8,3.9,120
8,3,3,1,5,2,1,4,5,54,12,3.23,101.85
4,7,3,1,1,1,0,2,1,70,7,10,37.86
6,17,3,1,4,1,0,4,2,50,9.09,5.5,100
5,6,3,1,6,1,0,5,4,40,10,2.37,207.5
10,14,3,1,4,1,0,2,2,34,11,2.24,67.35
1,1,3,1,4,1,0,4,2,32,5.33,6,125
4,8,3,1,4,1,0,4,4,40,18.14,3.77,82.5
9,7,3,1,2,1,0,3,4,30,11.41,3.44,70
4,7,2,1,5,1,0,4,4,36,10,2.63,88.89
12,6,3,4,3,1,0,6,4,33,10.48,3.11,84.85
2,17,3,1,6,1,0,5,4,60,9,5.5,283.33
9,6,3,1,5,2,0,4,4,35,7,3.69,84.29
1,5,3,1,5,1,0,3,4,26,6,3.98,98.08
4,11,1,1,4,1,1,4,4,142,19,7.5,98.59
3,2,2,1,8,1,0,8,8,190,9.5,20,305.26
9,9,2,1,1,1,1,1,1,69,17,2.62,168.12
5,8,3,1,5,1,0,5,3,35,10,3.74,92.86
9,3,3,1,5,2,0,2,3,23,11.35,2.35,67.39
9,7,3,1,4,1,0,4,4,45,5.29,8.5,64.44
6,7,2,1,4,1,0,2,2,45,10,2.32,177.78
7,9,3,1,3,1,1,3,3,58,11,3.94,163.79
10,6,3,1,5,1,0,3,3,36,6.4,5.5,76.39
7,17,3,1,1,1,0,3,1,31,5.17,6,77.42
12,2,3,1,1,1,0,3,1,36,8.8,3.53,38.06
12,10,3,4,6,1,0,5,6,34,9,3.83,65.59
19,8,2,1,1,1,0,1,1,51,3.4,15,54.9
10,10,3,1,4,1,0,3,3,34,11.69,3.36,51.47
10,16,2,4,5,1,0,4,3,40,10,3.75,85
8,6,3,1,4,1,0,3,3,20,4,2.52,67.5
6,15,3,1,5,1,0,3,4,28,10.44,3.93,189.29
6,10,3,1,4,1,0,3,2,42,7,6,142.86
10,6,3,1,4,1,0,3,3,33,5.32,6.2,66.06
6,17,2,4,1,1,0,3,1,25,8,3.12,180
6,3,3,1,4,1,0,4,4,37,27.67,3.82,108.11
6,15,2,4,2,1,0,1,2,105,25,3.89,189.52
5,8,3,1,4,1,0,3,3,42,16.3,3.74,109.52
6,10,3,1,5,2,0,4,4,32,15.5,3.96,96.88
11,12,2,1,3,1,1,3,3,61,15.3,2.47,71.31
18,3,3,1,3,1,0,4,4,80,13.33,6,52.5
17,15,2,1,1,1,0,2,1,75,15,5,56
5,2,3,1,5,2,0,6,4,40,30.55,3.76,90
1,13,3,1,5,1,0,6,3,38,12.8,3.75,80.26
3,5,3,1,4,1,0,5,3,56,19.36,3.66,67.86
1,3,3,4,2,1,0,3,2,42,12,2.93,63.1
4,6,3,4,2,1,1,2,2,50,5,10,44
3,4,2,1,4,1,0,4,3,56,11.5,5,196.43
7,3,3,4,5,2,0,3,3,20,7,3.88,57.5
8,10,2,1,3,1,0,4,4,36,8,3.94,83.33
8,2,2,1,5,1,1,2,3,42,7,6,71.43
1,12,3,1,3,1,0,3,3,30,5,6,140
11,7,3,4,3,1,0,4,3,45,7,7,51.11
5,3,3,1,5,2,0,5,3,39,10,3.72,84.62
8,8,3,1,5,1,0,4,5,52,46.6,3.06,114.42
7,6,3,1,5,2,0,3,3,35,11.87,2.29,140
5,8,3,1,5,2,0,6,5,42,13.5,3.94,92.86
12,8,3,1,4,1,0,4,2,35,11.29,3.45,72.86
4,14,2,1,5,1,0,4,4,60,15,3.91,98.33
10,6,3,1,5,1,0,4,5,30,9,2.85,70
5,3,4,1,3,1,1,4,2,109,15,7,109.63
12,3,3,1,6,2,1,10,6,76,19,2.56,94.74
19,13,3,1,4,1,0,4,2,44,12.1,2.45,68.18
10,11,3,1,4,1,0,3,4,34,10,3.22,45
7,6,2,1,6,1,0,10,4,111,19,6,261.26
4,1,2,4,3,1,1,6,2,65,15,3.31,246.15
6,12,3,4,4,1,0,4,2,40,6.6,6,75
1,9,3,1,2,1,0,2,3,30,5.45,5.5,75
10,17,3,1,5,2,0,4,4,37,9,3.51,98.65
4,6,1,2,3,1,1,6,3,98,16,6,84.69
7,18,3,4,1,1,0,2,1,20,6,3.52,70
10,6,2,1,4,1,1,4,3,35,10,3.99,67.14
6,6,2,4,4,1,0,4,2,46,7.3,6.3,183.7
2,14,2,1,6,2,0,8,5,63,21.55,3.96,452.38
2,15,3,1,3,1,1,3,4,80,26.73,3.98,56.25
9,10,3,1,4,1,0,3,2,35,13.02,3.46,152.86
12,4,3,1,5,1,0,6,5,58,14,3.82,258.62
10,10,3,1,4,1,0,3,3,35,13.45,3.98,42.29
7,17,3,4,1,1,0,2,1,15,5,2.68,105.33
6,7,3,1,4,1,0,4,3,50,37.95,3.61,98
12,7,3,1,4,1,0,4,4,41,10.79,2.25,87.8
1,6,3,1,4,1,0,3,3,35,9,3.69,108.57
6,13,3,1,5,1,0,3,3,38,14.82,3.39,101.32
6,20,2,4,7,1,1,7,7,70,45.36,2.55,165.71
28,10,3,4,5,1,0,5,4,40,13,2.62,57.5
1,6,3,1,4,1,0,4,2,33,6,6,120.61
1,14,3,4,2,1,0,3,3,42,10,3.74,91.67
7,20,3,4,1,1,1,3,1,47,37.95,3.48,93.62
9,5,3,1,4,1,0,3,3,26,12.47,3.64,86.15
9,5,3,1,5,1,0,3,4,35,8,2.31,88.57
10,17,2,1,1,1,0,1,1,36,10.6,3.61,127.78
2,3,2,4,2,1,1,3,2,63,23.14,3.45,76.19
1,6,2,1,5,1,1,5,3,57,6,10,147.37
9,9,3,4,1,1,0,2,1,24,3.34,2.58,72.92
6,5,3,4,6,1,0,4,6,36,12.09,2.9,75
9,9,3,1,6,1,0,5,4,35,12.94,3.63,78.57
6,18,3,4,2,1,0,3,2,30,24.57,2.9,81.67
9,2,3,1,4,1,0,3,4,33,16.54,3.39,70.61
12,5,3,4,1,1,0,3,1,31,7.75,2.53,95.16
28,10,3,1,4,1,0,4,2,41,11.71,3.19,58.54
6,10,3,1,5,2,0,3,5,35,19.15,3.69,88.57
8,4,3,4,5,1,0,6,5,40,17.94,2.23,90
12,4,3,1,6,1,0,5,5,57,14,3.1,72.81
7,10,2,4,6,2,1,4,5,40,21.86,3.07,157.5
28,9,3,1,3,1,1,4,2,89,11.71,7.6,38.2
10,15,2,4,1,1,0,3,1,32,8,3.66,98.44
4,1,2,4,4,1,1,6,2,66,15,3.69,242.42
8,11,3,1,5,2,0,4,5,65,15,3.7,76.92
28,9,3,4,4,1,1,4,4,105,21,5,32.38
9,5,3,1,5,1,0,4,4,70,15,3.77,73.57
5,2,2,1,5,2,0,4,3,60,12,5,183.33
10,14,3,1,1,1,0,2,1,40,12,35,47.5
28,11,3,1,4,1,0,6,4,40,10,3.93,69
1,13,3,1,5,1,0,6,5,32,8,3.12,98.44
5,5,2,1,5,1,1,6,5,58,14,2.87,137.93
10,9,3,1,2,1,0,1,4,41,8,5.6,78.05
1,13,3,1,4,1,0,4,2,35,6,6,112.86
5,1,3,1,5,2,0,4,5,48,12,3.9,125
8,6,3,1,2,1,1,2,3,60,12,5,50
7,1,3,1,3,1,0,2,4,43,32.11,3.56,76.74
9,8,2,1,5,1,1,4,3,35,10,3.5,157.14
8,1,3,4,5,1,0,4,5,40,19.83,3.79,67.5
7,18,3,1,4,1,0,3,3,20,6.1,2.8,70
9,5,2,1,6,2,0,4,6,63,14,3.03,104.76
10,13,2,1,5,2,0,5,3,50,18.9,2.56,84
7,3,3,1,4,1,0,3,3,32,16.72,3.29,62.5
10,12,3,1,2,1,0,2,4,26,8.6,3.62,67.31
6,9,3,1,4,1,0,4,4,35,8.5,2.94,105.71
9,4,3,1,5,1,1,4,5,60,26.61,3.59,130
4,14,2,1,5,2,1,7,4,58,15,3.98,102.59
9,4,3,4,4,1,0,4,4,43,8.43,5.1,130.23
6,6,3,1,5,1,1,10,4,170,14,12,70.59
6,10,3,1,6,2,0,6,4,65,29.32,3.51,69.23
6,3,3,1,5,2,0,3,4,50,12,3.53,80
4,8,3,1,4,1,0,5,3,37,19.5,2.18,75.68
5,3,3,1,8,1,0,10,7,94,15,6.4,129.79
5,8,2,4,6,1,0,5,6,42,5.25,8,83.33
8,11,3,4,2,1,0,3,4,34,8,3.17,76.47
9,8,2,1,4,1,0,4,4,38,11,3.88,140.79
28,9,3,1,3,1,0,3,2,105,21,5,32.38
10,6,2,1,5,1,1,6,4,70,14,5,88.57
6,1,2,1,4,1,0,4,2,68,15,6,117.65
4,7,3,1,4,1,0,5,4,38,6.3,6,86.84
12,6,3,1,5,1,0,3,4,37,12.33,3.76,75.68
6,6,3,1,5,1,0,6,5,35,33.28,3.73,97.14
1,5,3,1,4,1,0,4,2,40,10,3.08,75
9,7,3,1,4,1,0,5,2,50,10,3.58,55
5,8,3,1,5,1,0,4,5,40,15.04,2.4,95
8,11,3,1,5,2,0,6,4,36,9.8,3.2,86.11
7,20,2,1,4,1,0,4,3,50,21.22,3.98,120
9,9,3,4,6,2,0,5,4,52,13,3.57,71.15
10,5,4,4,6,1,0,5,6,50,12.5,3.67,98
9,5,2,1,6,2,0,5,4,74,39.92,3.6,97.3
10,12,2,1,4,1,1,4,2,55,13,2.82,90.91
6,17,3,1,5,1,0,4,3,48,17.68,2.81,141.67
5,7,3,1,5,2,0,4,3,38,9,3.6,114.47
9,6,3,1,4,1,0,4,3,35,11,3.93,82.86
9,1,3,1,4,1,0,4,2,38,12.98,2.82,73.68
6,7,4,4,3,1,0,5,3,35,27.28,3.78,237.14
1,3,3,4,6,2,0,4,4,40,10,3.34,77.5
11,12,3,1,6,2,0,4,6,37,8.2,3.29,86.49
1,3,3,1,5,2,1,5,5,55,43.97,3.68,172.73
5,7,4,1,6,2,0,6,6,130,19.6,6.6,226.92
9,3,3,1,5,2,0,2,3,21,10.46,3.57,73.81
3,2,3,1,5,1,0,4,4,43,11,3.69,79.07
9,10,2,1,6,1,0,4,6,109,20,5.4,127.52
8,3,3,1,1,1,0,2,1,40,9,3.3,96.25
6,6,3,1,5,1,0,3,5,40,32.83,3.04,172.5
8,8,2,4,2,1,1,3,2,30,26.88,3.48,81.67
7,3,3,4,5,2,0,6,3,40,10,3.65,82.5
9,6,3,4,1,1,0,3,1,36,9.2,2.74,105.56
4,7,3,1,4,1,0,4,2,34,5.6,6,92.65
10,8,2,1,4,1,1,4,3,70,30.12,3.79,242.86
6,10,3,1,5,1,0,6,5,67,26.95,2.7,67.16
3,7,3,1,5,2,0,4,5,40,10,2.75,80
10,13,4,4,3,1,0,5,2,48,12,3.7,131.67
9,5,3,4,6,1,0,4,5,40,23.03,2.23,62.5
8,9,3,1,4,1,0,4,2,31,30.83,3.64,83.87
8,6,1,1,3,1,1,4,2,70,14,5,61.43
5,5,2,1,6,1,1,4,6,30,8,3.6,333.33
12,5,3,4,3,1,0,6,3,40,11.43,3.76,82.5
5,3,3,1,4,1,0,6,3,45,9.5,6,86.67
10,7,2,1,5,1,1,4,5,60,12,5,106.67
5,8,3,1,5,2,0,6,4,35,10,2.56,94.29
9,3,3,1,5,2,0,5,3,37,11.5,3.62,104.05
9,1,3,1,5,1,0,5,3,40,29.66,3.56,95
9,7,3,3,4,1,0,4,4,35,11,3.79,128.57
6,9,2,1,3,1,1,4,3,45,33.42,3.94,22.89
9,7,2,1,4,1,1,3,3,38,11,3.04,118.42
8,2,3,1,4,1,0,4,2,45,24.44,3.81,56.67
12,4,2,1,7,2,0,7,6,63,12.6,5,301.59
7,8,3,1,4,1,0,3,2,20,7,3.14,106
9,7,2,1,1,1,0,3,1,38,10,3.12,72.37
5,8,3,4,6,2,0,4,5,35,7,3.49,111.43
1,10,2,1,3,1,1,3,4,60,6,10,240
9,4,3,1,6,2,0,4,4,40,7.5,5.4,140
7,15,3,1,5,1,0,3,4,30,4.29,7,126.67
10,6,3,1,4,1,0,3,2,40,8,3.84,64.02
12,2,3,1,4,1,0,3,2,31,10.33,3.95,83.87
9,4,2,1,2,1,0,2,2,54,15,3.88,194.44
1,10,2,4,6,1,1,4,6,36,4.5,8,402.78
5,4,3,1,5,1,0,4,3,34,15.4,3.22,95.59
6,20,3,1,4,1,0,2,4,37,20.63,3.44,117.57
1,3,3,4,6,2,0,4,6,50,12,3.29,92
3,5,3,1,4,1,0,4,3,45,39.66,3.87,78.89
7,10,3,1,4,1,0,4,3,34,31.3,3.73,98.53
6,4,3,4,1,1,0,2,1,35,8.7,3.74,77.14
6,17,3,4,2,1,0,2,3,18,7.6,3.9,122.22
9,2,2,1,5,1,1,4,4,35,15.06,3.52,82.86
6,14,3,1,3,1,0,2,2,18,17.15,3.71,75
5,8,3,1,4,1,0,3,4,45,26.05,3.82,146.67
6,5,3,3,5,1,0,4,3,45,31.77,3.35,115.56
8,13,3,2,2,1,0,2,2,27,6,55,31.48
7,16,2,1,1,1,1,2,1,35,5.83,6,142.86
7,6,3,4,2,1,0,2,4,42,33.69,3.27,42.86
3,7,3,1,5,1,0,4,4,31,5.17,6,101.61
6,5,3,1,6,2,0,3,4,31,6,3.19,135.48
12,4,3,4,2,1,0,3,4,40,8,3.59,125
8,8,2,1,6,1,1,4,6,40,10,3.22,77.5
9,5,3,1,5,1,0,4,5,29,9,3.69,82.76
6,17,3,1,3,1,0,4,2,40,25,5,122.5
6,12,3,1,5,1,0,3,3,30,5.56,5.4,95
12,4,3,4,2,1,0,3,4,35,10,3.95,87.14
3,1,3,1,5,1,0,4,3,45,32.42,3.08,96.67
9,3,3,4,1,1,0,3,1,30,5,7,88.33
1,7,3,1,6,2,0,10,6,60,15,2.29,213.33
11,6,3,4,4,1,1,4,4,50,10,5,88
9,5,2,1,5,2,0,5,5,57,15.4,3.22,203.51
12,6,3,4,6,1,0,4,5,36,10,3.93,81.94
7,8,3,1,5,2,0,3,4,31,26.88,3.5,95.16
3,8,3,1,3,1,0,2,2,15,4,3.99,80
10,15,3,1,5,1,0,3,5,30,7,3.9,93.33
7,8,3,1,4,1,0,3,4,45,11,3.04,106.67
8,13,3,1,4,1,0,3,3,37,17.05,3.78,63.51
28,11,3,4,6,2,1,6,4,80,26.6,2.77,31.25
9,4,3,1,1,1,0,3,1,38,26.05,3.98,88.16
9,11,2,1,5,2,0,3,3,35,9,3.81,114.29
5,6,2,1,5,1,1,4,4,50,17,3.37,104
12,4,3,4,7,1,0,7,5,60,12,5,115
6,6,3,1,5,1,0,3,5,30,20.31,3.7,125
7,3,3,4,3,1,0,4,4,43,9,3.89,183.72
7,3,3,4,5,2,1,6,3,66,16,3.62,116.67
9,5,3,1,4,1,0,2,3,11,9.83,3.45,91.82
10,6,3,1,5,2,0,3,5,34,8,3.72,63.24
7,3,3,4,1,1,0,2,1,20,8.25,3.73,70
9,4,3,4,1,1,0,3,1,40,8,3.62,75
2,1,2,1,3,1,0,3,3,38,16.61,3.71,226.32
1,9,2,1,5,1,1,6,4,58,10,5.8,241.38
1,3,3,1,8,2,0,7,6,64,11,6,257.81
10,5,3,1,4,1,0,3,3,36,11,3.76,63.33
5,7,2,1,4,1,0,4,3,205,13.85,14.8,187.8
4,9,4,1,5,1,0,5,3,40,29.53,3.61,80
8,3,3,1,4,1,0,4,4,61,23.04,2.6,57.38
6,6,3,4,1,1,1,3,1,52,3.71,14,37.5
9,4,3,1,5,1,0,4,3,50,31.78,3.84,134
9,5,3,1,3,1,0,6,2,51,10.5,3.51,117.65
19,6,3,1,2,1,0,3,4,33,4,8,42.42
7,20,3,1,3,1,0,3,4,122,15.25,8,127.87
10,6,2,1,2,1,0,2,2,40,12,35,47.5
3,7,3,1,5,2,0,4,4,75,58.34,3.5,120
6,6,3,4,1,1,0,2,1,24,11.3,2.8,79.17
7,16,3,1,4,1,0,5,2,40,5,3.88,71.25
7,11,2,1,3,1,1,5,4,110,14.67,7.5,436.36
9,3,2,1,4,1,1,9,4,60,27.12,3.12,142.5
1,3,3,1,5,2,1,4,5,60,25.56,3.9,118.33
8,2,3,1,5,1,0,4,4,39,15.99,3.69,67.95
7,17,3,4,3,1,0,2,3,27,9.92,3.72,92.59
4,4,3,1,1,1,0,3,1,34,25.85,3.29,94.12
6,5,3,1,7,1,0,7,7,40,8,5.2,80
10,6,4,1,5,1,0,4,3,50,27.11,3.62,120
5,3,2,4,4,1,1,4,3,45,15.05,3.7,135.56
6,6,2,1,4,1,1,3,3,40,30.14,3.69,45
8,1,3,4,2,1,0,3,3,35,9,4,81.43
9,3,3,1,5,2,0,8,4,40,8,3.64,65
28,8,3,4,4,1,0,4,4,36,9,3.87,54.17
9,2,3,1,5,1,0,3,3,30,7.5,3.98,103.33
9,7,2,1,3,1,0,3,2,25,5,3.16,80
5,5,2,1,4,1,0,4,3,51,10,2.84,143.14
19,9,2,4,1,1,1,3,1,32,8,2.34,54.69
8,9,3,4,6,1,0,4,4,40,17.71,3.98,76.25
7,3,3,1,4,1,1,4,4,50,34.37,3.42,93
2,1,3,1,3,1,0,2,2,32,8,3.51,162.5
3,6,4,1,5,1,1,4,4,48,12,3.89,141.67
8,5,3,1,5,2,1,4,4,52,9.12,5.7,68.27
10,8,2,1,5,1,1,4,5,50,12,3.23,92
1,4,3,1,5,1,0,3,3,32,22.19,3.79,162.5
7,8,3,2,6,1,0,5,5,72,20,3.92,86.11
6,19,3,4,2,1,0,3,3,37,17.17,3.43,94.59
9,3,2,1,4,1,1,4,4,38,20.96,2.98,77.63
18,1,2,1,3,1,1,4,3,60,15,3.86,68.33
9,4,2,1,5,2,1,4,5,43,23.13,3.31,176.74
6,6,3,1,4,1,0,2,4,26,9,3.46,67.69
9,5,3,1,4,1,0,3,2,38,7.5,3.78,88.16
5,8,3,1,4,1,0,3,4,45,10,3.95,102.22
5,8,3,1,5,1,0,6,4,55,14,3.91,84.55
19,8,3,1,4,1,0,2,2,30,9,3.42,73.33
6,14,3,1,3,1,0,3,4,43,6.2,7,81.4
6,7,3,1,4,1,0,4,3,50,12.5,3.48,98
10,9,4,1,5,1,0,4,4,50,10,3.96,136
6,6,3,4,1,1,0,3,1,30,9,3.93,125
6,10,3,1,5,2,0,8,3,70,14,5,70
9,3,3,4,4,1,0,6,2,38,20.34,2.65,76.32
6,6,3,4,4,1,0,5,2,46,7.3,6.3,183.7
6,11,3,1,4,1,0,4,4,48,30.03,3.68,71.88
1,3,2,4,5,2,1,7,3,70,11.67,6,235.71
10,9,2,1,6,1,1,5,4,55,10,3.86,112.73
10,6,3,1,4,1,0,3,3,35,17.5,3.51,62.86
8,8,3,1,6,2,0,4,5,33,8,3.54,75.76
10,6,4,1,5,2,1,4,4,50,10,3.87,120
9,4,3,4,4,1,0,4,2,60,12,5,103.33
6,5,3,1,5,2,0,3,5,42,28.29,3.89,88.1
9,9,3,1,6,2,0,10,4,45,10,3.76,114.44
6,6,2,1,5,1,0,4,3,50,8.33,6,172
12,9,3,1,5,2,0,5,5,35,9,3.24,75.71
1,7,1,1,4,1,2,5,3,80,13.8,5.8,115
6,7,3,1,4,1,0,4,4,50,10,4,84
1,6,3,4,3,1,0,4,4,40,10,3.56,127.5
6,10,3,1,3,1,0,2,4,25,7.5,3.99,92
10,5,3,1,3,1,0,2,4,45,11,2.99,55.56
9,5,3,1,6,1,1,4,6,46,11.5,3.65,100
7,18,3,1,5,2,0,3,4,30,6,2.48,126.67
1,4,3,1,4,1,0,4,3,36,10,3.77,88.89
5,1,3,1,4,1,0,4,2,30,10,3.91,200
5,8,3,1,4,1,0,6,3,41,12,3.02,92.68
5,7,2,4,6,2,1,9,4,70,14,5,170
12,2,3,1,6,1,0,4,5,35,9,3.05,71.43
10,12,3,4,6,2,1,4,5,48,25.1,3.45,54.17
9,5,3,1,4,1,0,3,4,40,38.15,3.42,81.25
8,2,3,4,3,1,0,4,2,40,10,3.49,68.75
6,6,3,1,4,1,1,4,4,50,31.07,3.05,84
5,5,3,1,7,1,0,5,6,45,10.5,2.65,133.33
5,1,3,1,4,1,0,4,4,40,10,3.66,293.75
1,4,3,1,4,1,0,4,3,40,35.79,3.44,96.25
3,1,3,4,3,1,0,5,2,45,18.02,3.19,95.56
7,17,3,1,3,1,0,3,4,30,7.5,2.78,79.33
8,8,3,4,1,1,0,3,1,35,13.22,2.72,62.86
6,21,3,1,4,1,0,2,4,18,6.55,2.94,75
9,4,3,1,3,1,0,3,2,35,9,3.63,65.71
8,14,3,1,1,1,0,1,1,110,17.5,6.3,86.36
5,4,3,1,5,2,0,6,3,40,11,3.02,112.5
19,12,3,4,3,1,0,4,4,30,8,2.31,71.67
8,11,3,1,5,2,0,3,4,35,15.96,3.66,80
6,3,2,4,5,2,1,6,4,150,3.57,42,90
11,1,3,1,5,2,0,3,3,36,10,3.01,84.72
8,2,3,1,4,1,0,4,3,40,12,3.93,65
8,5,3,1,4,1,0,4,2,50,15,3.58,134
5,1,3,4,5,2,0,6,4,40,21.15,3.82,80
5,8,3,1,5,1,0,4,4,42,19.64,3.98,154.76
8,2,3,1,4,1,0,4,2,37,10,3.84,66.22
7,18,3,1,5,2,0,5,3,46,27.22,3.14,106.52
8,1,2,1,4,1,1,3,2,45,10,3.67,96.67
12,4,3,1,4,1,0,2,4,30,10,3.19,83.33
8,11,3,1,5,1,0,3,4,35,21.83,3.15,80
9,8,2,1,7,1,1,10,7,120,80.3,2.82,320.83
9,4,3,1,4,1,0,5,2,38,8,3.58,88.16
1,3,2,1,4,1,0,4,3,39,25,2.25,79.49
7,17,3,1,4,1,0,4,3,43,17.32,3.78,86.05
9,11,3,1,4,1,0,2,4,28,10.07,3.92,83.21
8,1,2,1,4,1,0,3,2,58,14,2.52,160.34
1,6,3,1,4,1,0,3,4,36,6,6,109.72
1,10,2,1,2,1,0,2,3,23,7.5,3.44,73.91
6,6,2,1,5,1,0,5,5,55,53.01,3.13,54.55
8,5,3,1,3,1,0,6,2,55,9.17,6,52
5,3,3,1,4,1,0,3,4,35,11,3.63,92.86
5,6,3,4,2,1,1,2,2,70,11.7,3.73,62.86
10,10,3,1,4,1,0,3,2,38,6,7,48.68
9,5,3,1,5,2,1,6,3,50,10,2.48,122
1,13,2,1,5,1,1,4,5,50,12,3.78,156
8,5,3,1,5,1,1,6,5,65,22.09,3.72,61.54
8,5,3,1,5,1,0,6,4,55,24.51,3.73,72.73
9,5,3,1,4,1,0,3,3,40,8,3.11,83.75
7,8,3,1,4,1,0,1,3,47,8.7,5.4,208.51
9,3,3,1,4,1,0,3,4,30,12.32,3.42,91.67
8,5,2,1,4,1,1,6,3,78,9.8,8,89.74
10,9,4,1,5,2,0,4,5,52,11,2.34,130.77
8,6,2,1,4,1,1,3,3,64,14,3.91,125
10,6,3,1,5,1,0,4,5,38,9,3.49,55.26
4,6,3,4,6,2,0,4,5,30,8.5,2.6,105
10,13,2,1,5,1,1,6,4,42,10,3.69,126.19
3,4,2,1,7,2,0,10,7,145,24.17,6,248.28
6,10,3,1,2,1,0,3,3,40,19.8,3.09,70
10,6,4,1,3,1,0,4,4,55,12,3.25,138.18
10,6,4,1,3,1,0,4,4,50,11,3.25,120
4,4,3,1,5,2,0,3,3,35,20.12,2.78,91.43
